startphrase,ending1,ending2,labels,valid
She was fierce like a mouse.,She was very fierce.,She wasn't fierce at all.,1,1
She had a bit less money than a homeless beggar,She had little money,She had a lot of money,0,1
She had a bit less money than Donald Trump,She had little money,She had a lot of money,1,1
The food was as natural as a nose job,The food was as not natural,The food was natural,0,0
The food was as natural as wheat germ,The food was as not natural,The food was natural,1,0
The alien looked like George Clooney,The alien looked attractive,The alien looked ugly,0,0
The alien looked like Marty Feldman,The alien looked attractive,The alien looked ugly,1,0
The woman thought her date was as attractive as an ice cream cone,The woman thought her date was very attractive.,The woman thought her date was very unattractive.,0,1
The woman thought her date was as attractive as oatmeal,The woman thought her date was very attractive.,The woman thought her date was very unattractive.,1,1
The child was as loud as a train whistle,The child was very loud.,The child was very quiet.,0,1
The child was as loud as a jellyfish,The child was very loud.,The child was very quiet.,1,1
The marriage was as complicated as a sailor's knot,The marriage was very complicated.,The marriage was very straightforward.,0,0
The marriage was as complicated as a grocery list,The marriage was very complicated.,The marriage was very straightforward.,1,0
He acted less of an ape,He acted more politely,He acted less politely,0,0
He acted less of a man,He acted more politely,He acted less politely,1,0
Nature has no mercy,The natural world is harsh,The natural world is nurturing,0,1
Nature forgives easily,The natural world is harsh,The natural world is nurturing,1,1
They felt the emotion as an electric shock,The emotion felt startling and painful,The emotion felt gentle and pleasant,0,1
They felt the emotion as a warm bath,The emotion felt startling and painful,The emotion felt gentle and pleasant,1,1
My back has the stiffness of a plank of wood.,My back is inflexible.,My back is malleable.,0,1
My back has the stiffness of a cup of Jello.,My back is inflexible.,My back is malleable.,1,1
This donut has the smell of manna from heaven.,This donut smells good.,This donut smells bad.,0,1
This donut has the smell rotten eggs.,This donut smells good.,This donut smells bad.,1,1
This horse has the speed of a Ferrari.,This horse is fast.,This horse is slow.,0,1
This horse has the speed of a golf cart.,This horse is fast.,This horse is slow.,1,1
Her gaze carried a Weighty overload,Her gaze was overbearing,Her gaze was peaceful,0,0
Her gaze carried a Weightlessness to it,Her gaze was overbearing,Her gaze was peaceful,1,0
The story was as A short jog,The story was over quckly,The story lasted for a very long time,0,1
The story was as A marathon,The story was over quckly,The story lasted for a very long time,1,1
His beard was about as soft as Tumbleweed,His beard wasn't soft at all,His beard was very soft,0,1
His beard was about as soft as Feathers,His beard wasn't soft at all,His beard was very soft,1,1
The lizard was as ugly as a fuzzy kitten,it was cute,it was hideous,0,1
The lizard was as ugly as a dead squid,it was cute,it was hideous,1,1
The contract was as clear cut as the alphabet,it was straightforward,it was complicated,0,0
The contract was as clear cut as a scientific formula,it was straightforward,it was complicated,1,0
the wallet was as empty as a homeless man's stomach,it had nothing in it,it was full,0,1
the wallet was as empty as a rich man's house,it had nothing in it,it was full,1,1
The frisbee left his hand like a surface-to-air missile,The threw the frisbee with authority,He threw the frisbee feebly,0,1
The frisbee left his hand like a wounded duck,The threw the frisbee with authority,He threw the frisbee feebly,1,1
The diamond ring glistened like an exploding nebula,The diamond ring was bright,The diamond ring was dull,0,1
The diamond ring glistened like Dollar Store flashlight with failing batteries,The diamond ring was bright,The diamond ring was dull,1,1
The paint job was a smooth as glass,The paint job was frictionless,The paint job was coarse,0,1
The paint job was a smooth as sandpaper,The paint job was frictionless,The paint job was coarse,1,1
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,0,0
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,1,0
The haul was as valuable as a flattened penny,The haul was not valuable,The haul was valuable,0,1
The haul was as valuable as the Crown Jewels,The haul was not valuable,The haul was valuable,1,1
The crowd had all the panic of an anesthetized patient,The crowd had no panic,The crowd had much panic,0,1
The crowd had all the panic of an acrobat on speed,The crowd had no panic,The crowd had much panic,1,1
His eyes were as deep as a puddle after the rain,His eyes were not deep,His eyes were deep,0,1
His eyes were as deep as an oil well,His eyes were not deep,His eyes were deep,1,1
The crowd was as big as a herd.,The crowd was very big.,The crowd wasn't big at all.,0,0
The crowd was as big as a loner.,The crowd was very big.,The crowd wasn't big at all.,1,0
The people were as scared as a bird.,The people were very scared.,The people weren't scared at all.,0,1
The people were as scared as a lion.,The people were very scared.,The people weren't scared at all.,1,1
He was as brave as a lion.,He was very brave.,He wasn't brave at all.,0,1
He was as brave as a mouse.,He was very brave.,He wasn't brave at all.,1,1
The woman is as interesting as a tropical fruit salad,The woman is very interesting.,The woman is fairly plain.,0,1
The woman is as interesting as an apple,The woman is very interesting.,The woman is fairly plain.,1,1
The problem is as mysterious as a haunted house,The problem is totally mysterious.,The problem isn't mysterious at all.,0,0
The problem is as mysterious as hide and seek,The problem is totally mysterious.,The problem isn't mysterious at all.,1,0
The girl's heart is as soft as butter,The girl's heart is very soft.,The girl's heart is very hard.,0,1
The girl's heart is as soft as a boulder,The girl's heart is very soft.,The girl's heart is very hard.,1,1
The man had the strength of A bear,The man is very strong,The man is very weak,0,1
The man had the strength of A baby,The man is very strong,The man is very weak,1,1
The car had the power of A tornado,The car is very powerful,The car is not powerful,0,1
The car had the power of A gentle breeze,The car is very powerful,The car is not powerful,1,1
The socks had the warmth of A blazing fire,The socks were very warm,The socks were very cold,0,1
The socks had the warmth of A mountain spring,The socks were very warm,The socks were very cold,1,1
His sight was as the one of An eagle,His sight was very accurate,His sight was very poor,0,1
His sight was as the one of A bat,His sight was very accurate,His sight was very poor,1,1
