startphrase,ending1,ending2,labels,valid,qid,index
The child was as loud as a train whistle,The child was very loud.,The child was very quiet.,0,1,X2563,6324.0
The child was as loud as a jellyfish,The child was very loud.,The child was very quiet.,1,1,X2563,6325.0
Nature has no mercy,The natural world is harsh,The natural world is nurturing,0,1,X2564,6330.0
Nature forgives easily,The natural world is harsh,The natural world is nurturing,1,1,X2564,6331.0
They felt the emotion as an electric shock,The emotion felt startling and painful,The emotion felt gentle and pleasant,0,1,X2565,6332.0
They felt the emotion as a warm bath,The emotion felt startling and painful,The emotion felt gentle and pleasant,1,1,X2565,6333.0
My back has the stiffness of a plank of wood.,My back is inflexible.,My back is malleable.,0,1,X2566,6334.0
My back has the stiffness of a cup of Jello.,My back is inflexible.,My back is malleable.,1,1,X2566,6335.0
This donut has the smell of manna from heaven.,This donut smells good.,This donut smells bad.,0,1,X2567,6336.0
This donut has the smell rotten eggs.,This donut smells good.,This donut smells bad.,1,1,X2567,6337.0
This horse has the speed of a Ferrari.,This horse is fast.,This horse is slow.,0,1,X2568,6338.0
This horse has the speed of a golf cart.,This horse is fast.,This horse is slow.,1,1,X2568,6339.0
The story was as A short jog,The story was over quckly,The story lasted for a very long time,0,1,X2569,6342.0
The story was as A marathon,The story was over quckly,The story lasted for a very long time,1,1,X2569,6343.0
His beard was about as soft as Tumbleweed,His beard wasn't soft at all,His beard was very soft,0,1,X2570,6344.0
His beard was about as soft as Feathers,His beard wasn't soft at all,His beard was very soft,1,1,X2570,6345.0
The lizard was as ugly as a fuzzy kitten,it was cute,it was hideous,0,1,X2571,6346.0
The lizard was as ugly as a dead squid,it was cute,it was hideous,1,1,X2571,6347.0
the wallet was as empty as a homeless man's stomach,it had nothing in it,it was full,0,1,X2572,6350.0
the wallet was as empty as a rich man's house,it had nothing in it,it was full,1,1,X2572,6351.0
The frisbee left his hand like a surface-to-air missile,The threw the frisbee with authority,He threw the frisbee feebly,0,1,X2573,6352.0
The frisbee left his hand like a wounded duck,The threw the frisbee with authority,He threw the frisbee feebly,1,1,X2573,6353.0
The diamond ring glistened like an exploding nebula,The diamond ring was bright,The diamond ring was dull,0,1,X2574,6354.0
The diamond ring glistened like Dollar Store flashlight with failing batteries,The diamond ring was bright,The diamond ring was dull,1,1,X2574,6355.0
The paint job was a smooth as glass,The paint job was frictionless,The paint job was coarse,0,1,X2575,6356.0
The paint job was a smooth as sandpaper,The paint job was frictionless,The paint job was coarse,1,1,X2575,6357.0
The haul was as valuable as a flattened penny,The haul was not valuable,The haul was valuable,0,1,X2576,6360.0
The haul was as valuable as the Crown Jewels,The haul was not valuable,The haul was valuable,1,1,X2576,6361.0
The crowd had all the panic of an anesthetized patient,The crowd had no panic,The crowd had much panic,0,1,X2577,6362.0
The crowd had all the panic of an acrobat on speed,The crowd had no panic,The crowd had much panic,1,1,X2577,6363.0
His eyes were as deep as a puddle after the rain,His eyes were not deep,His eyes were deep,0,1,X2578,6364.0
His eyes were as deep as an oil well,His eyes were not deep,His eyes were deep,1,1,X2578,6365.0
The people were as scared as a bird.,The people were very scared.,The people weren't scared at all.,0,1,X2579,6368.0
The people were as scared as a lion.,The people were very scared.,The people weren't scared at all.,1,1,X2579,6369.0
He was as brave as a lion.,He was very brave.,He wasn't brave at all.,0,1,X2580,6370.0
He was as brave as a mouse.,He was very brave.,He wasn't brave at all.,1,1,X2580,6371.0
The woman is as interesting as a tropical fruit salad,The woman is very interesting.,The woman is fairly plain.,0,1,X2581,6372.0
The woman is as interesting as an apple,The woman is very interesting.,The woman is fairly plain.,1,1,X2581,6373.0
The girl's heart is as soft as butter,The girl's heart is very soft.,The girl's heart is very hard.,0,1,X2582,6376.0
The girl's heart is as soft as a boulder,The girl's heart is very soft.,The girl's heart is very hard.,1,1,X2582,6377.0
The man had the strength of A bear,The man is very strong,The man is very weak,0,1,X2583,6378.0
The man had the strength of A baby,The man is very strong,The man is very weak,1,1,X2583,6379.0
The car had the power of A tornado,The car is very powerful,The car is not powerful,0,1,X2584,6380.0
The car had the power of A gentle breeze,The car is very powerful,The car is not powerful,1,1,X2584,6381.0
The socks had the warmth of A blazing fire,The socks were very warm,The socks were very cold,0,1,X2585,6382.0
The socks had the warmth of A mountain spring,The socks were very warm,The socks were very cold,1,1,X2585,6383.0
His sight was as the one of An eagle,His sight was very accurate,His sight was very poor,0,1,X2586,6384.0
His sight was as the one of A bat,His sight was very accurate,His sight was very poor,1,1,X2586,6385.0
The panic they faced was A tornado of its own,The panic they faced was very intense,The panic they faced was very short lived,0,1,X2587,6386.0
The panic they faced was A mere bolt of lightning,The panic they faced was very intense,The panic they faced was very short lived,1,1,X2587,6387.0
That vase was valuable as A chest of gold,The vase was very expensive,The vase was worthless,0,1,X2588,6388.0
That vase was valuable as A cardboard box,The vase was very expensive,The vase was worthless,1,1,X2588,6389.0
The bird was as happy as a wife on Valentine's Day,it was jovial,it was angry,0,1,X2589,6390.0
The bird was as happy as A wolf with no food,it was jovial,it was angry,1,1,X2589,6391.0
The fighter was as tired as a mother at the end of the day,he was ready to pass out,he was full of energy,0,1,X2590,6392.0
The fighter was as tired as a dog on a car ride,he was ready to pass out,he was full of energy,1,1,X2590,6393.0
The man was as evil as a slaveowner,he was mean,he was good,0,1,X2591,6394.0
The man was as evil as a newborn puppy,he was mean,he was good,1,1,X2591,6395.0
He had the eyesight of a Google satellite spying on an unsuspecting neighborhood,He had extremely good eyesight,He had no eyesight,0,1,X2592,6398.0
He had the eyesight of Daredevil before he gained his powers,He had extremely good eyesight,He had no eyesight,1,1,X2592,6399.0
The shouting induced the panic of a sarin bomb going off in a subway,The shouting induced a lot of panic,The shouting induced no panic,0,1,X2593,6400.0
The shouting induced the panic of a fart in an empty elevator,The shouting induced a lot of panic,The shouting induced no panic,1,1,X2593,6401.0
The stream of thoughts flowing through her head in her unconscious state was like The highest fiber optic internet.,Her mind was fast and clear,Her mind was slow and clunky.,0,1,X2594,6410.0
The stream of thoughts flowing through her head in her unconscious state was like Dial up with aol.,Her mind was fast and clear,Her mind was slow and clunky.,1,1,X2594,6411.0
The questions on the test were as hard as Doing your own taxes long form.,The test was difficult,The test was a breeze,0,1,X2595,6412.0
The questions on the test were as hard as A 1040 EZ.,The test was difficult,The test was a breeze,1,1,X2595,6413.0
The class is as exciting as counting pennies,The class is boring,The class is stimulating,0,1,X2596,6414.0
The class is as exciting as a circus,The class is boring,The class is stimulating,1,1,X2596,6415.0
The house is as clean as a rats nest,The house is filthy,The house is spotless,0,1,X2597,6416.0
The house is as clean as crystal,The house is filthy,The house is spotless,1,1,X2597,6417.0
The garden has the variety of a pack of white chalk,The garden is plain,The garden has a nice assortment,0,1,X2598,6418.0
The garden has the variety of a 64 pack of different colored crayons,The garden is plain,The garden has a nice assortment,1,1,X2598,6419.0
This student is as clever as a rock,The student is dumb.,The student is smart.,0,1,X2599,6422.0
This student is as clever as as Albert Einstein,The student is dumb.,The student is smart.,1,1,X2599,6423.0
The rich man is as benevolent as the Dalai Lama.,The rich man is generous and kind.,The rich man is a penny pincher.,0,1,X2600,6424.0
The rich man is as benevolent as the Scrooge.,The rich man is generous and kind.,The rich man is a penny pincher.,1,1,X2600,6425.0
The Earth is going great as an athlete at his prime.,The Earth is in good shape.,The Earth is sick and dying.,0,1,X2601,6426.0
The Earth is going great as a man on death row.,The Earth is in good shape.,The Earth is sick and dying.,1,1,X2601,6427.0
The dog was long like a tunnel.,The dog was very long.,The dog wasn't long at all.,0,1,X2602,6428.0
The dog was long like a brick.,The dog was very long.,The dog wasn't long at all.,1,1,X2602,6429.0
He was as supportive as a foundation.,He was very supportive.,He wasn't supportive.,0,1,X2603,6430.0
He was as supportive as a broken fence.,He was very supportive.,He wasn't supportive.,1,1,X2603,6431.0
The sky looked like a blackout.,The sky was dark.,The sky was very bright.,0,1,X2604,6432.0
The sky looked like an LED light.,The sky was dark.,The sky was very bright.,1,1,X2604,6433.0
Linear plots are bullet trains,Linear plots can powerfully and quickly accomplish a story.,Linear plots prevent a story from going anywhere.,0,1,X2605,6434.0
Linear plots are a prison,Linear plots can powerfully and quickly accomplish a story.,Linear plots prevent a story from going anywhere.,1,1,X2605,6435.0
Unsconsciousness is a void,There is nothing happening in the state of unconsciousness,Things happening in the state of unconsciousness are extremely strange and alien,0,1,X2606,6436.0
Unsconsciousness is another planet,There is nothing happening in the state of unconsciousness,Things happening in the state of unconsciousness are extremely strange and alien,1,1,X2606,6437.0
The conversation was a puzzle box,The conversation was difficult to understand,The conversation was easy to understand,0,1,X2607,6438.0
The conversation was a simple equation,The conversation was difficult to understand,The conversation was easy to understand,1,1,X2607,6439.0
The building wall is as flimsy as a napkin,The building wall is very flimsy.,The building wall is very sturdy,0,1,X2608,6440.0
The building wall is as flimsy as a sergeant,The building wall is very flimsy.,The building wall is very sturdy,1,1,X2608,6441.0
The woman's stomach is a toilet,The woman will eat everything.,The woman will eat nothing.,0,1,X2609,6442.0
The woman's stomach is a peanut,The woman will eat everything.,The woman will eat nothing.,1,1,X2609,6443.0
The hunter stalks prey like a lumberjack,The hunter stalks prey very loudly.,The hunter stalks prey very quietly.,0,1,X2610,6444.0
